Date,Date_Number,Time,Time_Fraction,HT R Phase Current
23-12-2018,43457.00,17:35:00,0.732638889,1.31
23-12-2018,43457.00,17:40:00,0.736111111,1
23-12-2018,43457.00,17:45:00,0.739583333,0.87
23-12-2018,43457.00,17:50:00,0.743055556,0.83
23-12-2018,43457.00,17:55:00,0.746527778,0.83
23-12-2018,43457.00,18:00:00,0.75,0.37
23-12-2018,43457.00,18:05:00,0.753472222,0.1
23-12-2018,43457.00,18:10:00,0.756944444,0.1
23-12-2018,43457.00,18:15:00,0.760416667,0.1
23-12-2018,43457.00,18:20:00,0.763888889,0.1
23-12-2018,43457.00,18:25:00,0.767361111,0.1
23-12-2018,43457.00,18:30:00,0.770833333,0.1
23-12-2018,43457.00,18:35:00,0.774305556,0.1
23-12-2018,43457.00,18:40:00,0.777777778,0.1
23-12-2018,43457.00,18:45:00,0.78125,0.1
23-12-2018,43457.00,18:50:00,0.784722222,0.1
23-12-2018,43457.00,18:55:00,0.788194444,0.1
23-12-2018,43457.00,19:00:00,0.791666667,0.1
23-12-2018,43457.00,19:05:00,0.795138889,0.1
23-12-2018,43457.00,19:10:00,0.798611111,0.1
23-12-2018,43457.00,19:15:00,0.802083333,0.1
23-12-2018,43457.00,19:20:00,0.805555556,0.1
23-12-2018,43457.00,19:25:00,0.809027778,0.1
24-12-2018,43458.00,17:35:00,0.732638889,0
24-12-2018,43458.00,17:40:00,0.736111111,0
24-12-2018,43458.00,17:45:00,0.739583333,0
24-12-2018,43458.00,17:50:00,0.743055556,0
24-12-2018,43458.00,17:55:00,0.746527778,0
24-12-2018,43458.00,18:00:00,0.75,0
24-12-2018,43458.00,18:05:00,0.753472222,0
24-12-2018,43458.00,18:10:00,0.756944444,0
24-12-2018,43458.00,18:15:00,0.760416667,0
24-12-2018,43458.00,18:20:00,0.763888889,0
24-12-2018,43458.00,18:25:00,0.767361111,0
24-12-2018,43458.00,18:30:00,0.770833333,0.09
24-12-2018,43458.00,18:35:00,0.774305556,0.09
24-12-2018,43458.00,18:40:00,0.777777778,0.09
24-12-2018,43458.00,18:45:00,0.78125,0.09
24-12-2018,43458.00,18:50:00,0.784722222,0
24-12-2018,43458.00,18:55:00,0.788194444,0
24-12-2018,43458.00,19:00:00,0.791666667,0
24-12-2018,43458.00,19:05:00,0.795138889,0
24-12-2018,43458.00,19:10:00,0.798611111,0
24-12-2018,43458.00,19:15:00,0.802083333,0
24-12-2018,43458.00,19:20:00,0.805555556,0
24-12-2018,43458.00,19:25:00,0.809027778,0
25-12-2018,43459.00,17:35:00,0.732638889,1.4
25-12-2018,43459.00,17:40:00,0.736111111,1.08
25-12-2018,43459.00,17:45:00,0.739583333,0.92
25-12-2018,43459.00,17:50:00,0.743055556,0.86
25-12-2018,43459.00,17:55:00,0.746527778,0.86
25-12-2018,43459.00,18:00:00,0.75,0.62
25-12-2018,43459.00,18:05:00,0.753472222,0.1
25-12-2018,43459.00,18:10:00,0.756944444,0.1
25-12-2018,43459.00,18:15:00,0.760416667,0.1
25-12-2018,43459.00,18:20:00,0.763888889,0.1
25-12-2018,43459.00,18:25:00,0.767361111,0.1
25-12-2018,43459.00,18:30:00,0.770833333,0.1
25-12-2018,43459.00,18:35:00,0.774305556,0.1
25-12-2018,43459.00,18:40:00,0.777777778,0.1
25-12-2018,43459.00,18:45:00,0.78125,0.1
25-12-2018,43459.00,18:50:00,0.784722222,0.1
25-12-2018,43459.00,18:55:00,0.788194444,0.1
25-12-2018,43459.00,19:00:00,0.791666667,0.1
25-12-2018,43459.00,19:05:00,0.795138889,0.1
25-12-2018,43459.00,19:10:00,0.798611111,0.1
25-12-2018,43459.00,19:15:00,0.802083333,0.1
25-12-2018,43459.00,19:20:00,0.805555556,0.1
25-12-2018,43459.00,19:25:00,0.809027778,0.1
26-12-2018,43460.00,17:35:00,0.732638889,1.45
26-12-2018,43460.00,17:40:00,0.736111111,1.12
26-12-2018,43460.00,17:45:00,0.739583333,0.91
26-12-2018,43460.00,17:50:00,0.743055556,0.8
26-12-2018,43460.00,17:55:00,0.746527778,0.8
26-12-2018,43460.00,18:00:00,0.75,0.35
26-12-2018,43460.00,18:05:00,0.753472222,0.09
26-12-2018,43460.00,18:10:00,0.756944444,0.09
26-12-2018,43460.00,18:15:00,0.760416667,0.09
26-12-2018,43460.00,18:20:00,0.763888889,0.09
26-12-2018,43460.00,18:25:00,0.767361111,0.09
26-12-2018,43460.00,18:30:00,0.770833333,0.09
26-12-2018,43460.00,18:35:00,0.774305556,0.09
26-12-2018,43460.00,18:40:00,0.777777778,0.09
26-12-2018,43460.00,18:45:00,0.78125,0.09
26-12-2018,43460.00,18:50:00,0.784722222,0.09
26-12-2018,43460.00,18:55:00,0.788194444,0.09
26-12-2018,43460.00,19:00:00,0.791666667,0.09
26-12-2018,43460.00,19:05:00,0.795138889,0.09
26-12-2018,43460.00,19:10:00,0.798611111,0.09
26-12-2018,43460.00,19:15:00,0.802083333,0.09
26-12-2018,43460.00,19:20:00,0.805555556,0.09
26-12-2018,43460.00,19:25:00,0.809027778,0.09
27-12-2018,43461.00,17:35:00,0.732638889,1.52
27-12-2018,43461.00,17:40:00,0.736111111,1.15
27-12-2018,43461.00,17:45:00,0.739583333,0.94
27-12-2018,43461.00,17:50:00,0.743055556,0.86
27-12-2018,43461.00,17:55:00,0.746527778,0.86
27-12-2018,43461.00,18:00:00,0.75,0.74
27-12-2018,43461.00,18:05:00,0.753472222,0.14
27-12-2018,43461.00,18:10:00,0.756944444,0.14
27-12-2018,43461.00,18:15:00,0.760416667,0.14
27-12-2018,43461.00,18:20:00,0.763888889,0.14
27-12-2018,43461.00,18:25:00,0.767361111,0.14
27-12-2018,43461.00,18:30:00,0.770833333,0.14
27-12-2018,43461.00,18:35:00,0.774305556,0.14
27-12-2018,43461.00,18:40:00,0.777777778,0.14
27-12-2018,43461.00,18:45:00,0.78125,0.14
27-12-2018,43461.00,18:50:00,0.784722222,0.14
27-12-2018,43461.00,18:55:00,0.788194444,0.14
27-12-2018,43461.00,19:00:00,0.791666667,0.14
27-12-2018,43461.00,19:05:00,0.795138889,0.14
27-12-2018,43461.00,19:10:00,0.798611111,0.14
27-12-2018,43461.00,19:15:00,0.802083333,0.14
27-12-2018,43461.00,19:20:00,0.805555556,0.14
27-12-2018,43461.00,19:25:00,0.809027778,0.14
28-12-2018,43462.00,17:35:00,0.732638889,1.51
28-12-2018,43462.00,17:40:00,0.736111111,1.16
28-12-2018,43462.00,17:45:00,0.739583333,0.96
28-12-2018,43462.00,17:50:00,0.743055556,0.83
28-12-2018,43462.00,17:55:00,0.746527778,0.82
28-12-2018,43462.00,18:00:00,0.75,0.8
28-12-2018,43462.00,18:05:00,0.753472222,0.2
28-12-2018,43462.00,18:10:00,0.756944444,0.16
28-12-2018,43462.00,18:15:00,0.760416667,0.16
28-12-2018,43462.00,18:20:00,0.763888889,0.16
28-12-2018,43462.00,18:25:00,0.767361111,0
28-12-2018,43462.00,18:30:00,0.770833333,0.09
28-12-2018,43462.00,18:35:00,0.774305556,0.09
28-12-2018,43462.00,18:40:00,0.777777778,0.09
28-12-2018,43462.00,18:45:00,0.78125,0.09
28-12-2018,43462.00,18:50:00,0.784722222,0.09
28-12-2018,43462.00,18:55:00,0.788194444,0.09
28-12-2018,43462.00,19:00:00,0.791666667,0.09
28-12-2018,43462.00,19:05:00,0.795138889,0.09
28-12-2018,43462.00,19:10:00,0.798611111,0.09
28-12-2018,43462.00,19:15:00,0.802083333,0.09
28-12-2018,43462.00,19:20:00,0.805555556,0.09
28-12-2018,43462.00,19:25:00,0.809027778,0.09
29-12-2018,43463.00,17:35:00,0.732638889,1.89
29-12-2018,43463.00,17:40:00,0.736111111,1.39
29-12-2018,43463.00,17:45:00,0.739583333,1.03
29-12-2018,43463.00,17:50:00,0.743055556,0.87
29-12-2018,43463.00,17:55:00,0.746527778,0.85
29-12-2018,43463.00,18:00:00,0.75,0.85
29-12-2018,43463.00,18:05:00,0.753472222,0.28
29-12-2018,43463.00,18:10:00,0.756944444,0.17
29-12-2018,43463.00,18:15:00,0.760416667,0.17
29-12-2018,43463.00,18:20:00,0.763888889,0.17
29-12-2018,43463.00,18:25:00,0.767361111,0.17
29-12-2018,43463.00,18:30:00,0.770833333,0.17
29-12-2018,43463.00,18:35:00,0.774305556,0.17
29-12-2018,43463.00,18:40:00,0.777777778,0.17
29-12-2018,43463.00,18:45:00,0.78125,0.17
29-12-2018,43463.00,18:50:00,0.784722222,0.17
29-12-2018,43463.00,18:55:00,0.788194444,0.17
29-12-2018,43463.00,19:00:00,0.791666667,0.17
29-12-2018,43463.00,19:05:00,0.795138889,0.17
29-12-2018,43463.00,19:10:00,0.798611111,0.17
29-12-2018,43463.00,19:15:00,0.802083333,0.17
29-12-2018,43463.00,19:20:00,0.805555556,0.17
29-12-2018,43463.00,19:25:00,0.809027778,0.17
30-12-2018,43464.00,17:35:00,0.732638889,2.09
30-12-2018,43464.00,17:40:00,0.736111111,1.49
30-12-2018,43464.00,17:45:00,0.739583333,1.1
30-12-2018,43464.00,17:50:00,0.743055556,0.89
30-12-2018,43464.00,17:55:00,0.746527778,0.85
30-12-2018,43464.00,18:00:00,0.75,0.85
30-12-2018,43464.00,18:05:00,0.753472222,0.36
30-12-2018,43464.00,18:10:00,0.756944444,0.16
30-12-2018,43464.00,18:15:00,0.760416667,0.16
30-12-2018,43464.00,18:20:00,0.763888889,0.16
30-12-2018,43464.00,18:25:00,0.767361111,0.16
30-12-2018,43464.00,18:30:00,0.770833333,0.16
30-12-2018,43464.00,18:35:00,0.774305556,0.16
30-12-2018,43464.00,18:40:00,0.777777778,0.16
30-12-2018,43464.00,18:45:00,0.78125,0.16
30-12-2018,43464.00,18:50:00,0.784722222,0.16
30-12-2018,43464.00,18:55:00,0.788194444,0.16
30-12-2018,43464.00,19:00:00,0.791666667,0.16
30-12-2018,43464.00,19:05:00,0.795138889,0.16
30-12-2018,43464.00,19:10:00,0.798611111,0.16
30-12-2018,43464.00,19:15:00,0.802083333,0.16
30-12-2018,43464.00,19:20:00,0.805555556,0.16
30-12-2018,43464.00,19:25:00,0.809027778,0.16
31-12-2018,43465.00,17:35:00,0.732638889,2.3
31-12-2018,43465.00,17:40:00,0.736111111,1.6
31-12-2018,43465.00,17:45:00,0.739583333,1.15
31-12-2018,43465.00,17:50:00,0.743055556,0.89
31-12-2018,43465.00,17:55:00,0.746527778,0.83
31-12-2018,43465.00,18:00:00,0.75,0.76
31-12-2018,43465.00,18:05:00,0.753472222,0.36
31-12-2018,43465.00,18:10:00,0.756944444,0.1
31-12-2018,43465.00,18:15:00,0.760416667,0.1
31-12-2018,43465.00,18:20:00,0.763888889,0.1
31-12-2018,43465.00,18:25:00,0.767361111,0.1
31-12-2018,43465.00,18:30:00,0.770833333,0.1
31-12-2018,43465.00,18:35:00,0.774305556,0.1
31-12-2018,43465.00,18:40:00,0.777777778,0.1
31-12-2018,43465.00,18:45:00,0.78125,0.1
31-12-2018,43465.00,18:50:00,0.784722222,0.1
31-12-2018,43465.00,18:55:00,0.788194444,0.1
31-12-2018,43465.00,19:00:00,0.791666667,0.1
31-12-2018,43465.00,19:05:00,0.795138889,0.1
31-12-2018,43465.00,19:10:00,0.798611111,0.1
31-12-2018,43465.00,19:15:00,0.802083333,0.1
31-12-2018,43465.00,19:20:00,0.805555556,0.1
31-12-2018,43465.00,19:25:00,0.809027778,0.1
