Time Number Z,HT Phase Current Z,x,x_sq,x_cube,x_four,x_five,x_six,,,,,,,,
-1.408742102,-0.605966889,-1.408742102,1.98455431,-2.795725211,3.93845581,-5.548268517,7.816079453,,,,,,,,
-1.408696569,-0.735158594,-1.408696569,1.984426022,-2.795454128,3.937946639,-5.547371917,7.814563785,,,,,,,,
-1.408650904,-0.626225742,-1.408650904,1.984297369,-2.795182283,3.937436049,-5.54647285,7.813043994,,,,,,,,
-1.408605371,-0.446552959,-1.408605371,1.98416909,-2.794911236,3.936926977,-5.545576483,7.811528817,,,,,,,,
-1.408559837,-0.36485332,-1.408559837,1.984040815,-2.794640206,3.936417954,-5.544680232,7.810013884,,,,,,,,
-1.408377572,0.20505148,-1.408377572,1.983527385,-2.793555483,3.934380889,-5.541093804,7.803952238,,,,,,,,
-1.408332039,0.328929388,-1.408332039,1.983399131,-2.793284541,3.933872113,-5.540198132,7.80243853,,,,,,,,
-1.408286505,-0.033737302,-1.408286505,1.983270881,-2.793013617,3.933363386,-5.539302576,7.800925066,,,,,,,,
-1.40824084,-0.609620125,-1.40824084,1.983142265,-2.79274193,3.932853242,-5.538404556,7.799407486,,,,,,,,
-1.408195307,-0.791285582,-1.408195307,1.983014023,-2.792471041,3.932344614,-5.537509232,7.797894513,,,,,,,,
-1.408149774,-0.769034055,-1.408149774,1.982885785,-2.792200169,3.931836036,-5.536614024,7.796381784,,,,,,,,
-1.40810424,-0.803241627,-1.40810424,1.982757551,-2.791929315,3.931327506,-5.535718931,7.794869299,,,,,,,,
-1.408058707,-0.743461403,-1.408058707,1.982629322,-2.791658478,3.930819026,-5.534823955,7.793357059,,,,,,,,
-1.408013042,-0.647148821,-1.408013042,1.982500727,-2.791386879,3.930309131,-5.533926515,7.791840707,,,,,,,,
-1.407967509,-0.564452844,-1.407967509,1.982372505,-2.791116077,3.929800749,-5.53303177,7.790328957,,,,,,,,
-1.407921975,-0.402382016,-1.407921975,1.982244288,-2.790845293,3.929292418,-5.532137141,7.788817451,,,,,,,,
-1.407876442,-0.409688487,-1.407876442,1.982116075,-2.790574527,3.928784135,-5.531242628,7.787306189,,,,,,,,
-1.407830777,-0.484081655,-1.407830777,1.981987497,-2.790302998,3.928274437,-5.530345653,7.785790818,,,,,,,,
-1.407785244,-0.45518788,-1.407785244,1.981859292,-2.790032266,3.927766253,-5.529451372,7.784280046,,,,,,,,
-1.407694177,-0.555153698,-1.407694177,1.981602895,-2.789490856,3.926750034,-5.527663156,7.781259235,,,,,,,,
-1.407648643,-0.368506555,-1.407648643,1.981474703,-2.789220177,3.926241998,-5.526769221,7.779749196,,,,,,,,
-1.407602979,-0.603974215,-1.407602979,1.981346145,-2.788948736,3.925732547,-5.525872827,7.77823505,,,,,,,,
-1.407557445,-0.67670682,-1.407557445,1.981217961,-2.788678092,3.92522461,-5.524979124,7.7767255,,,,,,,,
-1.407511912,-0.358211072,-1.407511912,1.981089781,-2.788407466,3.924716722,-5.524085537,7.775216194,,,,,,,,
-1.407466378,-0.306069433,-1.407466378,1.980961606,-2.788136857,3.924208884,-5.523192065,7.773707132,,,,,,,,
-1.407420714,-0.327324624,-1.407420714,1.980833065,-2.787865486,3.923699631,-5.522296135,7.772193966,,,,,,,,
-1.40737518,-0.486406441,-1.40737518,1.980704898,-2.787594912,3.923191891,-5.521402895,7.770685393,,,,,,,,
-1.407329647,-0.736154931,-1.407329647,1.980576734,-2.787324356,3.922684201,-5.52050977,7.769177064,,,,,,,,
-1.407284113,-0.616594484,-1.407284113,1.980448575,-2.787053817,3.922176559,-5.519616761,7.767668979,,,,,,,,
-1.40723858,-0.584711698,-1.40723858,1.98032042,-2.786783296,3.921668967,-5.518723868,7.766161138,,,,,,,,
-1.407192915,-0.628218416,-1.407192915,1.9801919,-2.786512013,3.921159962,-5.517828518,7.764649197,,,,,,,,
-1.407147382,-0.681024281,-1.407147382,1.980063754,-2.786241527,3.920652469,-5.516935856,7.763141844,,,,,,,,
-1.407101848,-0.689659202,-1.407101848,1.979935611,-2.785971058,3.920145025,-5.516043309,7.761634735,,,,,,,,
-1.407056315,-0.72884846,-1.407056315,1.979807473,-2.785700607,3.91963763,-5.515150878,7.76012787,,,,,,,,
-1.40701065,-0.785639672,-1.40701065,1.979678969,-2.785429394,3.919128822,-5.514255992,7.758616908,,,,,,,,
-1.406965117,-0.861029177,-1.406965117,1.979550839,-2.785158978,3.918621526,-5.513363792,7.757110531,,,,,,,,
-1.406919583,-0.912838704,-1.406919583,1.979422714,-2.784888579,3.918114279,-5.512471708,7.755604398,,,,,,,,
-1.40687405,-0.96033077,-1.40687405,1.979294592,-2.784618198,3.917607081,-5.51157974,7.754098509,,,,,,,,
-1.406828516,-1.009483399,-1.406828516,1.979166474,-2.784347835,3.917099933,-5.510687887,7.752592864,,,,,,,,
-1.406782852,-1.061957151,-1.406782852,1.979037992,-2.784076709,3.916591372,-5.50979358,7.751083124,,,,,,,,
-1.398991646,-1.112106116,-1.398991646,1.957177625,-2.738075147,3.830544256,-5.358899412,7.497055509,,,,,,,,
-1.398946112,-1.072584746,-1.398946112,1.957050225,-2.737807804,3.830045584,-5.35802738,7.495591573,,,,,,,,
-1.398900579,-1.101810633,-1.398900579,1.95692283,-2.737540479,3.829546961,-5.357155461,7.494127875,,,,,,,,
-1.398809381,-1.093839937,-1.398809381,1.956667684,-2.737005111,3.828548425,-5.355409451,7.491196978,,,,,,,,
-1.398763847,-1.05199378,-1.398763847,1.956540301,-2.736737838,3.828049948,-5.354537873,7.489733995,,,,,,,,
-1.398718314,-1.107456543,-1.398718314,1.956412922,-2.736470583,3.82755152,-5.353666408,7.488271251,,,,,,,,
-1.39867278,-1.1197447,-1.39867278,1.956285547,-2.736203345,3.82705314,-5.352795057,7.486808745,,,,,,,,
-1.398627247,-1.061292926,-1.398627247,1.956158176,-2.735936124,3.82655481,-5.351923819,7.485346477,,,,,,,,
-1.398581582,-0.999852141,-1.398581582,1.956030442,-2.735668151,3.826055092,-5.351050184,7.483880233,,,,,,,,
-1.398536049,-0.812208661,-1.398536049,1.95590308,-2.735400965,3.825556858,-5.350179173,7.482418442,,,,,,,,
-1.398490515,-0.754421111,-1.398490515,1.955775722,-2.735133797,3.825058674,-5.349308276,7.480956888,,,,,,,,
-1.398444982,-0.406367364,-1.398444982,1.955648368,-2.734866646,3.824560538,-5.348437492,7.479495572,,,,,,,,
-1.398399317,-0.375813027,-1.398399317,1.955520651,-2.734598743,3.824061015,-5.347564313,7.478030284,,,,,,,,
-1.398353784,-0.617590821,-1.398353784,1.955393305,-2.734331627,3.823562977,-5.346693756,7.476569445,,,,,,,,
-1.39830825,-0.769034055,-1.39830825,1.955265963,-2.734064528,3.823064987,-5.345823313,7.475108843,,,,,,,,
-1.398262717,-0.875974233,-1.398262717,1.955138626,-2.733797447,3.822567045,-5.344952983,7.47364848,,,,,,,,
-1.398217184,-0.948042613,-1.398217184,1.955011292,-2.733530383,3.822069153,-5.344082766,7.472188354,,,,,,,,
-1.398171519,-0.995866792,-1.398171519,1.954883596,-2.733262567,3.821569874,-5.343210156,7.470724259,,,,,,,,
-1.398125985,-0.953688523,-1.398125985,1.954756271,-2.732995538,3.821072079,-5.342340166,7.469264609,,,,,,,,
-1.398080452,-0.840770323,-1.398080452,1.95462895,-2.732728526,3.820574333,-5.34147029,7.467805197,,,,,,,,
-1.398034919,-0.531905834,-1.398034919,1.954501633,-2.732461532,3.820076635,-5.340600527,7.466346022,,,,,,,,
-1.397989254,-0.219720221,-1.397989254,1.954373954,-2.732193785,3.819577551,-5.339728371,7.464882881,,,,,,,,
-1.39794372,-0.173556604,-1.39794372,1.954246645,-2.731926826,3.819079951,-5.338858835,7.463424183,,,,,,,,
-1.397898187,-0.071598111,-1.397898187,1.954119341,-2.731659884,3.818582399,-5.337989412,7.461965722,,,,,,,,
-1.397852653,0.031356719,-1.397852653,1.953992041,-2.731392959,3.818084896,-5.337120103,7.460507498,,,,,,,,
-1.39780712,-0.095842313,-1.39780712,1.953864745,-2.731126052,3.817587441,-5.336250907,7.459049512,,,,,,,,
-1.397761455,0.275127187,-1.397761455,1.953737086,-2.730858393,3.817088602,-5.335379319,7.457587562,,,,,,,,
-1.397715922,0.628162619,-1.397715922,1.953609798,-2.730591521,3.816591245,-5.33451035,7.456130052,,,,,,,,
-1.397670388,1.114375106,-1.397670388,1.953482515,-2.730324665,3.816093936,-5.333641494,7.454672779,,,,,,,,
-1.397624855,1.235596115,-1.397624855,1.953355235,-2.730057828,3.815596676,-5.332772751,7.453215743,,,,,,,,
-1.39757919,1.158213936,-1.39757919,1.953227593,-2.729790239,3.815098031,-5.331901618,7.451754746,,,,,,,,
-1.397533657,1.09943005,-1.397533657,1.953100322,-2.729523436,3.814600869,-5.331033102,7.450298186,,,,,,,,
-1.397488123,1.090130904,-1.397488123,1.952973055,-2.72925665,3.814103755,-5.330164699,7.448841863,,,,,,,,
-1.39744259,1.081495983,-1.39744259,1.952845792,-2.728989882,3.813606689,-5.329296409,7.447385777,,,,,,,,
-1.397397057,1.105408072,-1.397397057,1.952718534,-2.728723131,3.813109672,-5.328428232,7.445929928,,,,,,,,
-1.397351392,1.130316499,-1.397351392,1.952590912,-2.728455629,3.812611272,-5.327557667,7.444470122,,,,,,,,
-1.397305858,1.2136767,-1.397305858,1.952463662,-2.728188914,3.812114352,-5.326689717,7.443014748,,,,,,,,
-1.397260325,1.17847279,-1.397260325,1.952336416,-2.727922215,3.811617481,-5.32582188,7.441559611,,,,,,,,
-1.397214792,1.173823217,-1.397214792,1.952209174,-2.727655534,3.811120658,-5.324954156,7.440104711,,,,,,,,
-1.397169127,1.159542386,-1.397169127,1.952081569,-2.727388102,3.810622453,-5.324084045,7.438645857,,,,,,,,
-1.397123593,0.831083268,-1.397123593,1.951954335,-2.727121455,3.810125727,-5.323216548,7.437191432,,,,,,,,
-1.39707806,1.125002701,-1.39707806,1.951827106,-2.726854826,3.809629051,-5.322349164,7.435737244,,,,,,,,
-1.397032527,0.159552088,-1.397032527,1.95169988,-2.726588215,3.809132423,-5.321481892,7.434283293,,,,,,,,
-1.396986993,0.29106858,-1.396986993,1.951572659,-2.726321621,3.808635843,-5.320614734,7.432829579,,,,,,,,
-1.396941328,0.491664442,-1.396941328,1.951445075,-2.726054276,3.808137881,-5.319745191,7.431371914,,,,,,,,
-1.396895795,0.424577746,-1.396895795,1.951317862,-2.725787716,3.807641399,-5.318878259,7.429918674,,,,,,,,
-1.396850262,0.527532576,-1.396850262,1.951190653,-2.725521174,3.807144965,-5.31801144,7.428465671,,,,,,,,
-1.396804728,0.722150416,-1.396804728,1.951063448,-2.72525465,3.80664858,-5.317144735,7.427012905,,,,,,,,
-1.396759063,0.708201697,-1.396759063,1.950935881,-2.724987374,3.806150813,-5.316275645,7.425556191,,,,,,,,
-1.39671353,0.751708415,-1.39671353,1.950808685,-2.724720885,3.805654525,-5.315409165,7.424103899,,,,,,,,
-1.396667997,1.177144341,-1.396667997,1.950681493,-2.724454412,3.805158285,-5.314542799,7.422651844,,,,,,,,
-1.396622463,1.34917854,-1.396622463,1.950554304,-2.724187957,3.804662095,-5.313676546,7.421200025,,,,,,,,
-1.39657693,0.841710863,-1.39657693,1.95042712,-2.723921519,3.804165952,-5.312810405,7.419748444,,,,,,,,
-1.396531265,1.152235914,-1.396531265,1.950299574,-2.723654331,3.803668429,-5.311941882,7.418292916,,,,,,,,
-1.396485732,1.006106478,-1.396485732,1.950172398,-2.723387928,3.803172383,-5.311075968,7.416841808,,,,,,,,
-1.396440198,0.697906214,-1.396440198,1.950045227,-2.723121543,3.802676387,-5.310210167,7.415390937,,,,,,,,
-1.396394665,1.103083286,-1.396394665,1.949918059,-2.722855175,3.802180439,-5.309344478,7.413940302,,,,,,,,
-1.396349,1.27445326,-1.396349,1.94979053,-2.722588056,3.80168311,-5.308476409,7.412485725,,,,,,,,
-1.396303467,1.213344587,-1.396303467,1.949663371,-2.722321723,3.801187259,-5.307610946,7.411035563,,,,,,,,
-1.396257933,1.073525286,-1.396257933,1.949536216,-2.722055407,3.800691456,-5.306745597,7.409585639,,,,,,,,
-1.3962124,1.183122363,-1.3962124,1.949409065,-2.721789108,3.800195702,-5.305880361,7.40813595,,,,,,,,
-1.396166866,1.254526519,-1.396166866,1.949281918,-2.721522827,3.799699997,-5.305015237,7.406686498,,,,,,,,
-1.396121202,1.264822002,-1.396121202,1.949154409,-2.721255796,3.799202911,-5.304147733,7.405233107,,,,,,,,
-1.396075668,1.226296969,-1.396075668,1.949027271,-2.720989549,3.798707303,-5.303282836,7.403784128,,,,,,,,
-1.396030135,1.215005149,-1.396030135,1.948900137,-2.72072332,3.798211743,-5.302418051,7.402335386,,,,,,,,
-1.395984601,1.204045441,-1.395984601,1.948773007,-2.720457109,3.797716232,-5.301553379,7.40088688,,,,,,,,
-1.395938937,1.197071082,-1.395938937,1.948645514,-2.720190147,3.797219341,-5.300686329,7.399434436,,,,,,,,
-1.395893403,1.250541171,-1.395893403,1.948518393,-2.71992397,3.796723927,-5.299821883,7.397986403,,,,,,,,
-1.39584787,1.225632744,-1.39584787,1.948391275,-2.719657811,3.796228561,-5.298957549,7.396538606,,,,,,,,
-1.395802336,1.233271329,-1.395802336,1.948264162,-2.719391668,3.795733244,-5.298093329,7.395091046,,,,,,,,
-1.395756803,1.257183418,-1.395756803,1.948137052,-2.719125543,3.795237975,-5.297229221,7.393643721,,,,,,,,
-1.395711138,1.249212722,-1.395711138,1.948009581,-2.718858669,3.794741327,-5.296362736,7.392192462,,,,,,,,
-1.395665605,1.238585126,-1.395665605,1.94788248,-2.718592579,3.794246155,-5.295498855,7.39074561,,,,,,,,
-1.395620071,1.249212722,-1.395620071,1.947755383,-2.718326506,3.793751032,-5.294635085,7.389298995,,,,,,,,
-1.395574538,1.201720655,-1.395574538,1.94762829,-2.718060451,3.793255957,-5.293771429,7.387852615,,,,,,,,
-1.395528873,1.226296969,-1.395528873,1.947500835,-2.717793646,3.792759504,-5.292905397,7.386402303,,,,,,,,
-1.39548334,1.233603441,-1.39548334,1.947373751,-2.717527626,3.792264526,-5.292041966,7.384956396,,,,,,,,
-1.395437806,1.20670234,-1.395437806,1.947246671,-2.717261622,3.791769597,-5.291178648,7.383510724,,,,,,,,
-1.395392273,1.237588789,-1.395392273,1.947119595,-2.716995636,3.791274716,-5.290315443,7.382065289,,,,,,,,
-1.395346739,1.245559486,-1.395346739,1.946992523,-2.716729668,3.790779884,-5.28945235,7.380620089,,,,,,,,
-1.395301075,1.259840317,-1.395301075,1.946865089,-2.71646295,3.790283674,-5.288586883,7.379170961,,,,,,,,
-1.395255541,1.246887935,-1.395255541,1.946738025,-2.716197017,3.789788938,-5.287724016,7.377726233,,,,,,,,
-1.395210008,1.266150452,-1.395210008,1.946610966,-2.7159311,3.789294251,-5.286861261,7.376281741,,,,,,,,
-1.395164474,1.267811013,-1.395164474,1.94648391,-2.715665201,3.788799613,-5.28599862,7.374837485,,,,,,,,
-1.39511881,1.24622371,-1.39511881,1.946356493,-2.715398553,3.788303597,-5.285133605,7.373389303,,,,,,,,
-1.395073276,1.223972183,-1.395073276,1.946229446,-2.715132689,3.787809056,-5.284271189,7.371945519,,,,,,,,
-1.395027743,1.192089397,-1.395027743,1.946102403,-2.714866842,3.787314562,-5.283408885,7.37050197,,,,,,,,
-1.394982209,1.191425172,-1.394982209,1.945975364,-2.714601013,3.786820118,-5.282546694,7.369058657,,,,,,,,
-1.394936676,1.180133352,-1.394936676,1.945848329,-2.7143352,3.786325721,-5.281684615,7.367615579,,,,,,,,
-1.394891011,1.170169981,-1.394891011,1.945720933,-2.714068639,3.785829949,-5.280820165,7.36616858,,,,,,,,
-1.394845478,1.157549712,-1.394845478,1.945593907,-2.713802862,3.785335649,-5.279958312,7.364725974,,,,,,,,
-1.394799944,1.131977061,-1.394799944,1.945466884,-2.713537102,3.784841398,-5.279096571,7.363283603,,,,,,,,
-1.394754411,1.111053982,-1.394754411,1.945339866,-2.713271359,3.784347196,-5.278234943,7.361841468,,,,,,,,
-1.394708746,1.08249232,-1.394708746,1.945212486,-2.713004868,3.783851618,-5.277370945,7.360395413,,,,,,,,
-1.394663213,1.065886702,-1.394663213,1.945085477,-2.71273916,3.783357512,-5.276509542,7.35895375,,,,,,,,
-1.394617679,1.045627848,-1.394617679,1.944958471,-2.712473469,3.782863455,-5.275648252,7.357512321,,,,,,,,
-1.394572146,1.016069849,-1.394572146,1.94483147,-2.712207796,3.782369446,-5.274787074,7.356071128,,,,,,,,
-1.394526612,0.979205378,-1.394526612,1.944704472,-2.71194214,3.781875485,-5.273926009,7.354630171,,,,,,,,
-1.394480948,0.921417828,-1.394480948,1.944577113,-2.711675736,3.78138015,-5.273062575,7.353185296,,,,,,,,
-1.394435414,0.84968156,-1.394435414,1.944450124,-2.711410115,3.780886286,-5.272201735,7.35174481,,,,,,,,
-1.394389881,0.784587538,-1.394389881,1.94432314,-2.711144511,3.780392471,-5.271341007,7.350304558,,,,,,,,
-1.394344347,0.753036864,-1.394344347,1.944196159,-2.710878924,3.779898704,-5.270480392,7.348864542,,,,,,,,
-1.394298683,0.695581427,-1.394298683,1.944068816,-2.71061259,3.779403563,-5.269617409,7.347420612,,,,,,,,
-1.394253149,0.637129653,-1.394253149,1.943941844,-2.710347038,3.778909893,-5.268757019,7.345981066,,,,,,,,
-1.394207616,0.551112553,-1.394207616,1.943814876,-2.710081503,3.778416271,-5.267896741,7.344541755,,,,,,,,
-1.394162082,0.462438555,-1.394162082,1.943687912,-2.709815986,3.777922698,-5.267036576,7.34310268,,,,,,,,
-1.394116549,0.367122309,-1.394116549,1.943560952,-2.709550487,3.777429173,-5.266176523,7.341663839,,,,,,,,
-1.394070884,0.202726694,-1.394070884,1.94343363,-2.709284239,3.776934275,-5.265314104,7.340221088,,,,,,,,
-1.394025351,0.051947685,-1.394025351,1.943306679,-2.709018774,3.776440847,-5.264454276,7.338782718,,,,,,,,
-1.393979817,-0.080897257,-1.393979817,1.943179731,-2.708753326,3.775947467,-5.26359456,7.337344583,,,,,,,,
-1.393934284,-0.213410086,-1.393934284,1.943052788,-2.708487896,3.775454136,-5.262734957,7.335906683,,,,,,,,
-1.393888619,-0.340609118,-1.393888619,1.942925483,-2.708221718,3.774959431,-5.261872989,7.334464875,,,,,,,,
-1.393843086,-0.452863093,-1.393843086,1.942798548,-2.707956323,3.774466197,-5.261013611,7.333027445,,,,,,,,
-1.393797552,-0.570430867,-1.393797552,1.942671617,-2.707690944,3.773973011,-5.260154344,7.33159025,,,,,,,,
-1.393752019,-0.687334415,-1.393752019,1.94254469,-2.707425583,3.773479873,-5.259295191,7.33015329,,,,,,,,
-1.393706485,-0.792614032,-1.393706485,1.942417767,-2.70716024,3.772986783,-5.258436149,7.328716564,,,,,,,,
-1.393660821,-0.895568861,-1.393660821,1.942290483,-2.706894149,3.772492321,-5.257574745,7.327275933,,,,,,,,
-1.386006346,-0.992213556,-1.386006346,1.921013592,-2.662537031,3.690293222,-5.114769826,7.089103439,,,,,,,,
-1.385960813,-0.830806952,-1.385960813,1.920887375,-2.662274628,3.689808308,-5.113929722,7.087706195,,,,,,,,
-1.38591528,-0.723866774,-1.38591528,1.920761162,-2.662012243,3.689323442,-5.113089729,7.086309181,,,,,,,,
-1.385869615,-0.601649428,-1.385869615,1.920634589,-2.661749119,3.688837226,-5.112247426,7.084908371,,,,,,,,
-1.385824081,-0.504008396,-1.385824081,1.920508385,-2.661486768,3.688352456,-5.111407654,7.083511816,,,,,,,,
-1.385778548,-0.371495567,-1.385778548,1.920382184,-2.661224435,3.687867733,-5.110567992,7.082115491,,,,,,,,
-1.385733015,-0.28315368,-1.385733015,1.920255988,-2.660962118,3.687383058,-5.10972844,7.080719395,,,,,,,,
-1.38568735,-0.111783706,-1.38568735,1.920129432,-2.660699063,3.686897034,-5.10888658,7.079319506,,,,,,,,
-1.385641816,-0.030416179,-1.385641816,1.920003243,-2.660436782,3.686412455,-5.10804725,7.077923869,,,,,,,,
-1.385596283,0.121691279,-1.385596283,1.919877059,-2.660174517,3.685927923,-5.10720803,7.076528462,,,,,,,,
-1.385505216,0.374760893,-1.385505216,1.919624704,-2.65965004,3.684959003,-5.10552992,7.073738335,,,,,,,,
-1.385459551,0.475058824,-1.385459551,1.919498169,-2.659387072,3.684473219,-5.104688613,7.072339596,,,,,,,,
-1.385414018,0.603586305,-1.385414018,1.919372001,-2.659124876,3.683988879,-5.103849835,7.070945107,,,,,,,,
-1.385368485,0.552441003,-1.385368485,1.919245838,-2.658862698,3.683504586,-5.103011166,7.069550846,,,,,,,,
-1.385322951,0.69026763,-1.385322951,1.919119679,-2.658600537,3.683020341,-5.102172608,7.068156814,,,,,,,,
-1.385277286,0.706873247,-1.385277286,1.91899316,-2.658337638,3.682534749,-5.101331744,7.066758995,,,,,,,,
-1.385231753,0.828426369,-1.385231753,1.918867009,-2.658075511,3.6820506,-5.100493407,7.065365423,,,,,,,,
-1.38518622,0.760675449,-1.38518622,1.918740863,-2.657813402,3.681566498,-5.099655179,7.063972079,,,,,,,,
-1.385140686,0.922414165,-1.385140686,1.91861472,-2.65755131,3.681082444,-5.098817062,7.062578964,,,,,,,,
-1.385095153,0.894184615,-1.385095153,1.918488582,-2.657289235,3.680598438,-5.097979056,7.061186078,,,,,,,,
-1.385049488,0.96127131,-1.385049488,1.918362084,-2.657026422,3.680113085,-5.097138745,7.059789408,,,,,,,,
-1.385003954,0.994150434,-1.385003954,1.918235954,-2.656764382,3.679629175,-5.096300959,7.058396981,,,,,,,,
-1.384958421,0.994482546,-1.384958421,1.918109828,-2.656502359,3.679145312,-5.095463283,7.057004782,,,,,,,,
-1.384912888,1.037989264,-1.384912888,1.917983706,-2.656240353,3.678661497,-5.094625717,7.055612813,,,,,,,,
-1.384867223,1.06987205,-1.384867223,1.917857225,-2.655977609,3.678176336,-5.093785848,7.054217061,,,,,,,,
-1.384821689,1.085481331,-1.384821689,1.917731112,-2.655715638,3.677692617,-5.092948503,7.05282555,,,,,,,,
-1.384776156,1.126663263,-1.384776156,1.917605002,-2.655453684,3.677208945,-5.092111268,7.051434267,,,,,,,,
-1.384730623,1.097105263,-1.384730623,1.917478897,-2.655191747,3.676725321,-5.091274143,7.050043213,,,,,,,,
-1.384685089,1.116035668,-1.384685089,1.917352796,-2.654929827,3.676241745,-5.090437128,7.048652388,,,,,,,,
-1.384639424,1.134633959,-1.384639424,1.917226336,-2.65466717,3.675756823,-5.089597811,7.047257784,,,,,,,,
-1.384593891,1.122677915,-1.384593891,1.917100243,-2.654405285,3.675273342,-5.088761017,7.045867417,,,,,,,,
-1.384548358,1.163195622,-1.384548358,1.916974154,-2.654143417,3.674789909,-5.087924333,7.044477279,,,,,,,,
-1.384502824,1.139283532,-1.384502824,1.91684807,-2.653881566,3.674306524,-5.087087759,7.043087368,,,,,,,,
-1.384457159,1.18976461,-1.384457159,1.916721626,-2.653618978,3.673821793,-5.086248884,7.041693682,,,,,,,,
-1.384411626,1.185115037,-1.384411626,1.91659555,-2.653357162,3.673338503,-5.08541253,7.04030423,,,,,,,,
-1.384366093,1.194414183,-1.384366093,1.916469478,-2.653095363,3.672855261,-5.084576286,7.038915006,,,,,,,,
-1.384320559,1.175815891,-1.384320559,1.91634341,-2.652833581,3.672372067,-5.083740153,7.03752601,,,,,,,,
-1.384275026,1.170169981,-1.384275026,1.916217347,-2.652571817,3.67188892,-5.082904129,7.036137243,,,,,,,,
-1.384229361,1.216997823,-1.384229361,1.916090924,-2.652309315,3.671404429,-5.082065806,7.034744703,,,,,,,,
-1.384183828,1.23493189,-1.384183828,1.915964868,-2.652047585,3.670921377,-5.081230003,7.033356394,,,,,,,,
-1.384138294,1.225964857,-1.384138294,1.915838817,-2.651785872,3.670438374,-5.080394309,7.031968312,,,,,,,,
-1.384092761,1.222311621,-1.384092761,1.91571277,-2.651524177,3.669955418,-5.079558725,7.030580459,,,,,,,,
-1.384047096,1.233271329,-1.384047096,1.915586364,-2.651261744,3.669471118,-5.078720844,7.029188836,,,,,,,,
-1.384001563,1.234599778,-1.384001563,1.915460325,-2.651000083,3.668988257,-5.077885481,7.02780144,,,,,,,,
-1.383956029,1.222975846,-1.383956029,1.91533429,-2.650738439,3.668505444,-5.077050227,7.026414272,,,,,,,,
-1.383910496,1.201720655,-1.383910496,1.91520826,-2.650476812,3.668022679,-5.076215084,7.025027333,,,,,,,,
-1.383864962,1.216001486,-1.383864962,1.915082234,-2.650215203,3.667539962,-5.07538005,7.023640622,,,,,,,,
-1.383819298,1.232939216,-1.383819298,1.914955848,-2.649952857,3.667055901,-5.074542721,7.022250143,,,,,,,,
-1.383773764,1.225300632,-1.383773764,1.91482983,-2.649691282,3.666573279,-5.073707907,7.020863888,,,,,,,,
-1.383728231,1.211019801,-1.383728231,1.914703816,-2.649429724,3.666090704,-5.072873203,7.019477862,,,,,,,,
-1.383682697,1.229618093,-1.383682697,1.914577807,-2.649168183,3.665608177,-5.07203861,7.018092064,,,,,,,,
-1.383637033,1.225964857,-1.383637033,1.914451438,-2.648905906,3.665124308,-5.071201721,7.0167025,,,,,,,,
-1.383591499,1.203049104,-1.383591499,1.914325436,-2.6486444,3.664641876,-5.070367347,7.015317159,,,,,,,,
-1.383545966,1.192089397,-1.383545966,1.914199439,-2.648382911,3.664159492,-5.069533083,7.013932045,,,,,,,,
-1.383500432,1.183786588,-1.383500432,1.914073446,-2.64812144,3.663677156,-5.068698929,7.012547159,,,,,,,,
-1.383454899,1.16718097,-1.383454899,1.913947457,-2.647859985,3.663194868,-5.067864885,7.011162501,,,,,,,,
-1.383409234,1.174155329,-1.383409234,1.913821109,-2.647597794,3.662711237,-5.067028547,7.009774081,,,,,,,,
-1.383363701,1.183122363,-1.383363701,1.913695128,-2.647336374,3.662229044,-5.066194723,7.008389879,,,,,,,,
-1.383318167,1.20105643,-1.383318167,1.913569152,-2.647074972,3.661746898,-5.065361008,7.007005905,,,,,,,,
-1.383272634,1.208695014,-1.383272634,1.913443179,-2.646813586,3.6612648,-5.064527403,7.005622159,,,,,,,,
-1.383226969,1.195742633,-1.383226969,1.913316848,-2.646551464,3.660781361,-5.063691506,7.004234654,,,,,,,,
-1.383181436,1.202716992,-1.383181436,1.913190884,-2.646290113,3.660299358,-5.062858121,7.002851364,,,,,,,,
-1.383135902,1.200060093,-1.383135902,1.913064924,-2.646028779,3.659817403,-5.062024845,7.001468301,,,,,,,,
-1.383090369,1.197735307,-1.383090369,1.912938968,-2.645767463,3.659335496,-5.06119168,7.000085467,,,,,,,,
-1.383044835,1.185779262,-1.383044835,1.912813016,-2.645506163,3.658853636,-5.060358624,6.998702859,,,,,,,,
-1.382999171,1.187107711,-1.382999171,1.912686706,-2.645244128,3.658370435,-5.059523277,6.997316496,,,,,,,,
-1.382953637,1.190428835,-1.382953637,1.912560763,-2.644982863,3.65788867,-5.058690441,6.995934345,,,,,,,,
-1.382908104,1.176812228,-1.382908104,1.912434823,-2.644721615,3.657406953,-5.057857714,6.994552421,,,,,,,,
-1.38286257,1.144929442,-1.38286257,1.912308888,-2.644460384,3.656925284,-5.057025098,6.993170724,,,,,,,,
-1.382816906,1.144265218,-1.382816906,1.912182594,-2.644198418,3.656442274,-5.056190191,6.991785275,,,,,,,,
-1.382771372,1.147586341,-1.382771372,1.912056668,-2.643937222,3.6559607,-5.055357794,6.990404034,,,,,,,,
-1.382725839,1.168509419,-1.382725839,1.911930745,-2.643676043,3.655479174,-5.054525506,6.98902302,,,,,,,,
-1.382680305,1.149246903,-1.382680305,1.911804827,-2.643414881,3.654997695,-5.053693328,6.987642234,,,,,,,,
-1.382634772,1.145925779,-1.382634772,1.911678912,-2.643153737,3.654516263,-5.05286126,6.986261675,,,,,,,,
